Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
power red,15,15,1000,27,1.2,https://example.com/info/what-does-power-red-mean-when-donating-blood.html,3,0.0,3.0,0.02,10720000000,"[46,52,52,68,46,68,68,68,100,52,46,46]",2023-09-06,"Image pack, Reviews, Video, Image, People also ask, Indented, Related searches",informational,Organic
endosteal implant,20,20,2400,9,5.25,https://example.com/info/what-is-endosteal-implant.html,3,0.0,15.0,0.18,228000,"[65,65,82,65,65,100,100,100,82,82,82,82]",2023-09-06,"Sitelinks, Image, People also ask, Indented, Related searches",informational,Organic
endosteal implant,21,21,2400,9,5.25,https://example.com/info/what-is-an-endosteal-implant-procedure-benefits-recovery.html,3,0.0,15.0,0.18,228000,"[65,65,82,65,65,100,100,100,82,82,82,82]",2023-09-06,"Sitelinks, Image, People also ask, Indented, Related searches",informational,Organic
does creatine break a fast,13,13,1000,12,1.69,https://example.com/info/does-taking-creatine-break-a-fast.html,3,0.0,5.0,0.0,4260000,"[45,36,36,36,45,62,62,100,100,81,100,100]",2023-09-03,"Sitelinks, Reviews, Featured snippet, Video Carousel, People also ask, FAQ, Related searches",informational,Organic
dysphagia vs dysphasia,11,11,1000,29,2.26,https://example.com/info/dysphasia-vs-dysphagia-understanding-difference.html,3,0.0,6.0,0.0,93200,"[52,46,52,68,68,52,68,31,68,68,25,46]",2023-09-04,"Image pack, Featured snippet, Image, Video Carousel, People also ask, Indented, Related searches",informational,Organic
gout vs bunion,15,15,1300,24,4.85,https://example.com/info/gout-vs-bunion-understanding-differences-treatment-options.html,3,0.0,14.0,0.04,3140000,"[84,84,84,52,52,52,68,52,100,84,100,84]",2023-09-06,"Sitelinks, Featured snippet, Image, People also ask, Related searches",informational,Organic
elevate supplement,22,22,2400,29,1.09,https://example.com/info/elevate-supplement-boost-health-performance.html,3,0.0,3.0,1.0,39500000,"[100,80,52,52,52,80,52,80,66,52,44,52]",2023-09-03,"Image pack, Sitelinks, Reviews, Image, Shopping ads, People also ask, Related searches","informational, transactional",Organic
metronidazole for fish,13,11,1000,15,1.41,https://example.com/info/fish-metronidazole-for.html,3,0.0,4.0,1.0,1770000,"[62,62,62,55,45,62,81,62,81,81,81,62]",2023-09-10,"Reviews, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
metronidazole for fish,14,0,1000,15,1.41,https://example.com/info/fish-metronidazole-500mg-uses-dosage-side-effects.html,3,0.0,4.0,1.0,1770000,"[62,62,62,55,45,62,81,62,81,81,81,62]",2023-09-10,"Reviews, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
why do my balls smell,17,17,1000,29,3.67,https://example.com/info/why-do-my-balls-smell-causes-prevention-treatment-2.html,3,0.0,11.0,0.02,46400000,"[62,62,62,62,62,81,62,62,45,30,62,62]",2023-09-06,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Indented",informational,Organic
are corn nuts healthy,13,0,1000,22,1.19,https://example.com/blog/corn-nuts-healthy-snack-option/,3,0.0,3.0,0.01,105000000,"[62,62,45,45,36,81,62,100,81,81,81,81]",2023-09-10,"Knowledge panel, Sitelinks, Reviews, Featured snippet, People also ask, Related searches",informational,Organic
penile vitiligo,19,19,2400,27,2.45,https://example.com/info/vitiligo-penile-causes-symptoms-treatment.html,3,0.0,7.0,0.0,197000,"[10,43,22,54,81,54,65,54,65,65,81,100]",2023-09-07,"Sitelinks, People also ask, Related searches",informational,Organic
penile vitiligo,20,20,2400,27,2.45,https://example.com/info/what-causes-penile-vitiligo.html,3,0.0,7.0,0.0,197000,"[10,43,22,54,81,54,65,54,65,65,81,100]",2023-09-07,"Sitelinks, People also ask, Related searches",informational,Organic
can birth control make you tired,16,16,1300,21,1.48,https://example.com/info/can-birth-control-pills-make-you-tired.html,3,0.0,4.0,0.02,100,"[65,44,44,44,34,44,44,44,44,44,34,44]",2023-09-05,"Image pack, Sitelinks, Featured snippet, Image, People also ask, Related searches",informational,Organic
zinc iodide,15,15,1300,29,1.65,https://example.com/info/zinc-iodide-formula.html,3,0.0,4.0,0.09,11400000,"[13,81,54,29,16,22,43,29,16,16,10,7]",2023-09-05,"Knowledge panel, Reviews, Video, People also ask, Related searches","commercial, informational",Organic
kratom drug test,23,23,2400,18,4.85,https://example.com/blog/kratom-10-panel-drug-test-nao-medical/,3,0.0,14.0,0.64,1830000,"[55,55,82,82,100,82,65,82,82,82,82,65]",2023-09-04,Sitelinks,"commercial, informational",Organic
kratom drug test,26,26,2400,18,4.85,https://example.com/info/kratom-drug-test-everything-you-need-to-know.html,3,0.0,14.0,0.64,1830000,"[55,55,82,82,100,82,65,82,82,82,82,65]",2023-09-04,Sitelinks,"commercial, informational",Organic
integrated supplements whey isolate protein,14,14,1000,23,1.46,https://example.com/info/integrated-supplements-whey-isolate-protein-benefits-usage-recommendations.html,3,0.0,4.0,1.0,85,"[68,52,52,46,46,68,31,52,68,68,37,37]",2023-09-09,"Knowledge panel, Reviews, Video, Image, People also ask, Indented, Related products, Related searches","informational, transactional",Organic
phlebotomist in spanish,17,17,1000,27,2.03,https://example.com/info/phlebotomist-in-spanish-guide.html,3,0.0,6.0,0.01,3470000,"[76,76,67,67,55,76,76,100,76,76,100,76]",2023-09-07,"Instant answer, Image pack, Video, People also ask, Indented, Related searches",informational,Organic
qualia mind,28,21,5400,25,1.04,https://example.com/info/qualia-mind-supplement-boost-cognitive-performance.html,3,0.0,3.0,1.0,1750000,"[81,100,100,100,66,100,81,81,66,54,54,54]",2023-09-10,"Reviews, Video, Image, People also ask, Indented, Related searches","informational, transactional",Organic
pink fruits,20,18,4400,26,1.54,https://example.com/info/pink-fruit-names-guide.html,3,0.0,4.0,0.23,3080000000,"[35,66,44,54,44,54,54,44,54,35,44,66]",2023-09-09,"Sitelinks, Reviews, Video, Featured snippet, Image, Video Carousel, People also ask, Recipes, Popular products, Related searches",informational,Organic
pink fruits,22,0,4400,26,1.54,https://example.com/info/what-fruits-are-pink.html,3,0.0,4.0,0.23,3080000000,"[35,66,44,54,44,54,54,44,54,35,44,66]",2023-09-09,"Sitelinks, Reviews, Video, Featured snippet, Image, Video Carousel, People also ask, Recipes, Popular products, Related searches",informational,Organic
how to flush alcohol from urine,15,15,1300,26,1.6,https://example.com/info/flush-alcohol-out-of-urine-tips-tricks.html,3,0.0,4.0,0.13,250000000,"[81,43,43,22,22,22,20,13,10,13,3,8]",2023-09-07,"Sitelinks, People also ask, Indented",informational,Organic
does birth control make you tired,15,15,1000,21,1.48,https://example.com/info/do-birth-control-pills-make-you-tired.html,3,0.0,4.0,0.02,105000000,"[62,62,62,55,45,55,45,62,55,62,62,62]",2023-09-06,"Sitelinks, Video, Featured snippet, People also ask, Indented, Related searches",informational,Organic
bup drug test,27,27,2400,21,9.25,https://example.com/info/bup-drug-test-meaning.html,3,0.0,27.0,0.01,248000000,"[82,100,82,100,82,100,55,100,55,65,65,65]",2023-09-06,,informational,Organic
genes vitamin e cream,17,17,2400,19,1.22,https://example.com/info/genes-vitamin-e-cream-manufacturer.html,3,0.0,3.0,1.0,82,"[43,36,28,36,43,43,28,36,28,28,24,19]",2023-09-05,"Reviews, Image, Video Carousel, People also ask, Indented, Popular products, Related searches","informational, transactional",Organic
mozzarella sticks calories,20,43,2400,22,1.03,https://example.com/info/calories-in-mozzarella-sticks.html,3,0.0,3.0,0.0,13000000,"[52,80,80,66,27,44,52,52,100,52,80,44]",2023-09-09,"Instant answer, Knowledge panel, Reviews, Video, People also ask, Recipes, Indented, Related searches",informational,Organic
smidge magnesium,14,14,1300,8,24.62,https://example.com/info/benefits-of-smidge-magnesium.html,3,0.0,73.0,1.0,70,"[13,10,10,13,20,36,20,54,100,29,43,29]",2023-09-03,"Reviews, Image, Ads top, Shopping ads, People also ask, Related searches","informational, transactional",Organic
drumstick ice cream calories,13,13,1300,20,3.2,https://example.com/info/how-many-calories-in-one-drumstick-ice-cream.html,3,0.0,9.0,0.32,988000,"[100,66,24,30,24,41,20,66,66,79,54,66]",2023-09-05,"Image pack, Reviews, Video, Featured snippet, People also ask, Recipes, Related searches",informational,Organic
does ozempic have to be refrigerated,14,14,1000,20,3.24,https://example.com/info/can-ozempic-be-used-if-not-refrigerated.html,3,0.0,9.0,0.13,98,"[31,37,37,31,31,46,68,68,84,100,100,84]",2023-09-03,"Sitelinks, Featured snippet, People also ask, Related searches",informational,Organic
shaftless stair lift,21,21,2400,21,1.2,https://example.com/info/new-modern-shaftless-stair-lifts.html,3,0.0,3.0,0.76,9620,"[54,43,36,54,43,54,43,36,10,10,8,15]",2023-09-04,"Sitelinks, Reviews, Video, Image, People also ask, FAQ, Indented, Popular products, Related searches",informational,Organic
bed bug shed skin,14,14,1000,17,4.82,https://example.com/info/bed-bug-skin-sheds.html,3,0.0,14.0,0.0,5690000,"[84,68,68,52,46,37,25,52,68,46,68,68]",2023-09-05,"Image pack, Sitelinks, Reviews, Image, People also ask, Related searches",informational,Organic
tremfya dosing,23,23,2400,25,4.08,https://example.com/blog/tremfya-dosing-for-psoriatic-arthritis-nao-medical/,3,0.0,12.0,0.28,25500,"[65,65,55,65,65,82,82,100,82,82,82,65]",2023-09-06,"Image pack, Sitelinks, Featured snippet, Image, Ads top, People also ask, Related searches",informational,Organic
tapioca syrup,24,24,2400,28,1.69,https://example.com/info/is-tapioca-syrup-healthy-benefits-risks-alternatives.html,3,0.0,5.0,0.49,11500000,"[66,52,66,52,66,80,80,100,80,80,80,66]",2023-09-04,"Sitelinks, Reviews, Video, Image, People also ask, Popular products, Related searches",informational,Organic
mounjaro backorder,14,14,1300,20,2.47,https://example.com/health/mounjaro-backorder-10mg-everything-you-need-to-know/,3,0.0,7.0,0.16,137000,"[4,4,7,44,100,65,34,44,30,20,65,82]",2023-09-03,"Sitelinks, Video, People also ask, Indented, Related searches",informational,Organic
mounjaro backorder,15,15,1300,20,2.47,https://example.com/info/why-is-mounjaro-on-backorder.html,3,0.0,7.0,0.16,137000,"[4,4,7,44,100,65,34,44,30,20,65,82]",2023-09-03,"Sitelinks, Video, People also ask, Indented, Related searches",informational,Organic
nutritional pilates,16,15,1300,22,1.3,https://example.com/info/pilates-nutritionist-role-health-fitness.html,3,0.0,3.0,0.07,12500000,"[0,100,7,16,0,65,13,100,10,16,13,2]",2023-09-10,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, Popular products, Related searches","informational, transactional",Organic
avocado fodmap,15,15,1000,28,1.07,https://example.com/fodmap-diet-avocado-nao-medical/,3,0.0,3.0,0.01,8240000,"[100,76,67,55,55,100,100,100,76,100,100,100]",2023-09-07,"Image pack, Sitelinks, Reviews, Featured snippet, People also ask, Related searches","commercial, informational",Organic
baki workout,12,12,1300,23,1.92,https://example.com/blog/baki-hanma-workout/,3,0.0,5.0,0.0,52,"[54,66,54,54,41,54,41,54,41,79,79,54]",2023-09-08,"Sitelinks, Reviews, Image, Video Carousel, People also ask, Indented, Related searches","commercial, informational",Organic
how many calories in a twisted tea,21,21,2400,24,2.24,https://example.com/info/twisted-tea-lite-nutrition-facts.html,3,0.0,6.0,0.02,98,"[65,54,54,22,20,29,36,43,43,100,81,100]",2023-09-04,"Reviews, Featured snippet, People also ask, Recipes, Related searches",informational,Organic
male vs female bed bug,16,58,1000,23,3.03,https://example.com/info/bed-bugs-male-or-female.html,3,0.0,9.0,0.0,67100000,"[67,55,55,55,67,76,76,100,100,76,100,100]",2023-09-09,"Sitelinks, Reviews, Video, Featured snippet, Image, People also ask, Indented, Related searches",informational,Organic
binocular vision dysfunction test,11,11,1000,24,2.13,https://example.com/blog/binocular-vision-dysfunction-test-at-home-nao-medical/,3,0.0,6.0,0.03,403000,"[24,54,24,30,100,41,30,54,36,24,24,36]",2023-09-06,"Video Carousel, People also ask, Related searches","commercial, informational",Organic
dermatrophin pmg,14,14,1000,13,1.13,https://example.com/info/dermatrophin-pmg-for-eczema.html,3,0.0,3.0,1.0,92,"[36,24,20,24,16,24,27,36,36,36,24,20]",2023-09-08,"Reviews, Video, Image, People also ask, Indented, Related products, Related searches","informational, transactional",Organic
anime workouts,15,15,1000,24,1.03,https://example.com/blog/anime-workouts-get-fit-healthy-favorite-characters/,3,0.0,3.0,0.0,74,"[24,13,10,8,10,24,13,24,8,29,24,44]",2023-09-03,"Sitelinks, Reviews, People also ask, Indented, Related searches",informational,Organic
anime workouts,16,16,1000,24,1.03,https://example.com/blog/anime-workouts-lose-weight-nao-medical/,3,0.0,3.0,0.0,74,"[24,13,10,8,10,24,13,24,8,29,24,44]",2023-09-03,"Sitelinks, Reviews, People also ask, Indented, Related searches",informational,Organic
is alani nu bad for you,14,14,1300,25,7.08,https://example.com/is-alani-nu-pre-workout-bad-for-you/,3,0.0,21.0,0.02,11500000,"[62,62,62,55,30,100,100,100,100,81,81,81]",2023-09-03,"Sitelinks, Reviews, Featured snippet, People also ask, Related searches",informational,Organic
vaccine detox,18,18,1300,26,4.54,https://example.com/blog/covid-vaccine-detox-nao-medical/,3,0.0,13.0,0.07,4610000,"[22,22,36,13,29,36,29,36,29,29,22,36]",2023-09-05,"Video, Image, Related searches",informational,Organic
if one room has bed bugs do they all,16,16,1300,25,1.62,https://example.com/info/if-one-room-has-bed-bugs-do-all-rooms-have-bed-bugs.html,3,0.0,4.0,0.19,46400000,"[79,79,79,66,54,54,41,41,41,41,54,54]",2023-09-08,"Sitelinks, Featured snippet, People also ask, FAQ, Related searches",informational,Organic
salicylic acid and vitamin c,14,14,1300,25,1.14,https://example.com/info/can-you-mix-salicylic-acid-and-vitamin-c-2.html,3,0.0,3.0,0.95,21100000,"[81,62,81,55,62,81,81,81,81,81,100,81]",2023-09-06,"Sitelinks, Reviews, Video, Image, People also ask, FAQ, Popular products, Related searches","commercial, informational",Organic
is michelob ultra gluten free,21,21,1600,15,3.57,https://example.com/info/michelob-ultra-gold-nutrition-facts.html,2,0.0,7.0,0.11,1650000,"[54,54,41,41,36,41,54,79,100,79,79,79]",2023-09-07,"Reviews, Featured snippet, People also ask, Indented, Related searches",informational,Organic
is ibs a disability,23,23,1600,25,1.18,https://example.com/info/is-ibs-a-presumptive-disability.html,2,0.0,2.0,0.02,5060000,"[84,84,84,68,52,84,68,100,84,100,84,100]",2023-09-07,"Image pack, Sitelinks, Video, Featured snippet, Image, People also ask, Related searches",informational,Organic
needleless lip filler,21,21,1900,26,1.75,https://example.com/info/hyaluronic-acid-needleless-lip-filler.html,2,0.0,3.0,1.0,278000,"[35,29,29,29,29,35,35,35,35,35,29,29]",2023-09-08,"Sitelinks, Reviews, Video, Image, People also ask, Popular products, Related searches",informational,Organic
calcinosis cutis dog,18,18,1900,24,1.32,https://example.com/blog/calcinosis-cutis-dog-home-remedy/,2,0.0,2.0,0.01,63800,"[66,79,66,79,66,66,79,100,66,100,79,79]",2023-09-05,"Video, Featured snippet, People also ask, Related searches",informational,Organic
gum abscess pop,29,29,3600,29,3.01,https://example.com/info/gum-boil-gum-abscess-pop.html,2,0.0,6.0,0.01,1900000,"[12,10,10,44,10,81,100,54,35,81,66,81]",2023-09-07,"Sitelinks, People also ask, Related searches",informational,Organic
nuclear sclerosis in dogs,23,23,1900,27,1.19,https://example.com/info/understanding-nuclear-sclerosis-in-dogs.html,2,0.0,2.0,0.0,1990000,"[65,55,65,55,65,65,65,82,65,55,55,55]",2023-09-04,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches",informational,Organic
natural bbl,25,25,1900,28,2.26,https://example.com/info/natural-bbl-supplement-boost-booty-healthy-way.html,2,0.0,4.0,0.12,15900000,"[54,100,79,79,54,66,54,66,100,100,54,54]",2023-09-06,"Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
mounjaro prescription online,21,0,1900,25,4.47,https://example.com/health/how-to-get-prescribed-mounjaro-online/?amp=1,2,0.0,8.0,0.41,334000,"[7,10,52,80,100,66,52,52,66,66,44,44]",2023-09-10,"Sitelinks, Reviews, Ads top, Ads bottom, People also ask, FAQ, Related searches","commercial, informational",Organic
does insurance cover tummy tuck,19,19,1600,27,2.34,https://example.com/info/does-insurance-cover-tummy-tuck-after-pregnancy.html,2,0.0,4.0,0.15,4730000,"[20,20,24,24,20,55,65,100,100,100,82,100]",2023-09-08,"Reviews, Featured snippet, People also ask, Related searches",informational,Organic
huber needle,26,52,2900,18,1.25,https://example.com/info/port-access-huber-needle-everything-you-need-to-know.html,2,0.0,2.0,1.0,3670000,"[80,80,80,100,80,80,100,100,100,100,80,80]",2023-09-09,"Image pack, Reviews, Video, Image, People also ask, Indented, Popular products, Related searches","commercial, informational",Organic
does vitamin water have electrolytes,17,17,1900,27,2.06,https://example.com/info/does-vitamin-water-zero-have-electrolytes.html,2,0.0,4.0,0.02,21500000,"[79,79,79,66,66,79,79,79,66,66,79,100]",2023-09-07,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Recipes, Related searches","commercial, informational",Organic
injectable l carnitine,17,17,1600,16,1.05,https://example.com/info/l-carnitine-injections-before-and-after.html,2,0.0,2.0,1.0,4010000,"[36,52,24,36,24,36,52,36,52,100,36,44]",2023-09-08,"Image pack, Sitelinks, Image, People also ask, Indented, Related searches","informational, transactional",Organic
calories in a stella artois,20,20,1600,29,8.4,https://example.com/info/calories-in-a-stella-nutritional-content.html,2,0.0,16.0,0.05,699000,"[3,79,79,79,54,100,100,100,100,100,1,2]",2023-09-07,"Reviews, Featured snippet, People also ask, Related searches",informational,Organic
high volume low calorie meals,22,22,1900,28,1.58,https://example.com/info/high-volume-low-calorie-foods-guide-healthy-eating.html,2,0.0,3.0,0.1,13400000,"[30,34,55,44,55,44,55,100,65,82,65,65]",2023-09-04,"Sitelinks, Reviews, Video, Image, People also ask, Recipes, Related searches",informational,Organic
wegovy back order,19,19,1900,24,4.03,https://example.com/info/wegovy-back-ordered-2.html,2,0.0,8.0,0.17,6310000,"[24,18,24,24,29,18,10,5,3,44,100,81]",2023-09-03,"Video, People also ask, Indented, Related searches",informational,Organic
is creatine vegan,23,23,1600,26,1.08,https://example.com/info/creatine-vegan-sources.html,2,0.0,2.0,1.0,34900000,"[44,55,65,44,34,82,55,82,82,55,55,44]",2023-09-07,"Sitelinks, Reviews, Video, Featured snippet, Image, People also ask, FAQ, Indented, Related searches",informational,Organic
kudos bars,41,38,8100,25,2.44,https://example.com/where-to-buy-kudos-granola-bars/,2,0.0,4.0,0.08,31100000,"[54,66,66,66,29,100,29,81,54,81,36,54]",2023-09-09,"Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
how long does ativan last,30,30,3600,14,6.14,https://example.com/info/how-long-does-ativan-last-for-anxiety.html,2,0.0,12.0,0.0,2710000,"[81,65,81,65,81,100,81,81,81,81,81,81]",2023-09-04,"Sitelinks, People also ask, Related searches",informational,Organic
snatched waist,31,31,3600,14,1.18,https://example.com/workouts-for-snatched-waist-nao-medical/,2,0.0,2.0,0.65,20300000,"[29,35,53,35,66,66,66,66,66,66,100,81]",2023-09-08,"Image pack, Reviews, Video, Image, People also ask, Related searches",informational,Organic
calcium deposits on teeth,24,24,1900,22,1.29,https://example.com/info/how-to-break-down-calcium-deposits-on-teeth.html,2,0.0,2.0,0.0,2570000,"[66,79,66,79,100,79,79,79,79,79,100,79]",2023-09-04,"Sitelinks, Video, Featured snippet, Image, People also ask, Related searches",informational,Organic
calcium deposits on teeth,25,25,1900,22,1.29,https://example.com/info/how-to-remove-calcium-deposits-on-teeth.html,2,0.0,2.0,0.0,2570000,"[66,79,66,79,100,79,79,79,79,79,100,79]",2023-09-04,"Sitelinks, Video, Featured snippet, Image, People also ask, Related searches",informational,Organic
penile lesion,29,29,3600,25,1.12,https://example.com/info/penile-lesion-causes.html,2,0.0,2.0,0.0,23000000,"[100,29,54,35,66,35,54,29,29,54,35,44]",2023-09-07,"Sitelinks, People also ask, Related searches","commercial, informational",Organic
tobramycin and dexamethasone ophthalmic suspension,29,29,2900,21,2.44,https://example.com/info/tobramycin-dexamethasone-ophthalmic-suspension-pink-eye.html,2,0.0,4.0,0.58,240000,"[66,66,66,66,66,66,80,80,80,80,80,100]",2023-09-04,"Sitelinks, Image, People also ask, Related searches","commercial, informational",Organic
primal mind fuel,17,17,1900,29,1.64,https://example.com/info/primal-mind-fuel-supplement-boost-cognitive-performance.html,2,0.0,3.0,1.0,6560000,"[65,55,44,44,55,100,100,82,55,55,55,44]",2023-09-08,"Knowledge panel, Reviews, Video, Image, Ads top, Ads bottom, Shopping ads, Video Carousel, People also ask, Related products, Related searches","informational, transactional",Organic
eggo waffles calories,20,20,1900,28,1.03,https://example.com/info/calories-in-eggo-waffle-nutritional-information.html,2,0.0,2.0,0.43,83,"[55,44,65,55,65,55,100,65,55,82,55,55]",2023-09-04,"Instant answer, Knowledge panel, Reviews, Video, People also ask, Recipes, Indented, Related searches",informational,Organic
peyronie's disease images,19,19,1600,28,3.2,https://example.com/info/pics-of-peyronies-disease-causes-symptoms-treatment.html,2,0.0,6.0,0.18,425000,"[10,8,20,16,20,27,66,100,66,66,80,52]",2023-09-09,"People also ask, Related searches",informational,Organic
suero vitaminado,18,18,1600,0,1.82,https://example.com/info/suero-vitaminado-intravenoso-precio.html,2,0.0,3.0,0.99,69900,"[27,13,36,27,44,44,36,36,16,44,80,100]",2023-09-07,"Image pack, Reviews, Video, Image, People also ask, Related searches",informational,Organic
tito's calories,16,16,1900,27,1.86,https://example.com/info/titos-nutrition-facts-2.html,2,0.0,3.0,0.0,662000,"[55,44,44,24,44,82,65,82,65,82,82,82]",2023-09-05,"Image pack, Reviews, Featured snippet, People also ask, Related searches",informational,Organic
hyperbaric oxygen therapy cost,19,19,1600,15,1.09,https://example.com/info/how-much-does-a-hyperbaric-chamber-cost-2.html,2,0.0,2.0,0.33,2710000,"[100,55,44,44,44,24,65,82,65,55,55,65]",2023-09-05,"Video, Image, People also ask, Popular products, Related searches",informational,Organic
does suboxone show up on a drug test,21,21,1600,29,4.1,https://example.com/blog/suboxone-show-up-drug-test-nyc-4/,2,0.0,8.0,0.01,1580000,"[29,35,35,29,29,44,44,44,29,18,18,18]",2023-09-04,,informational,Organic
does suboxone show up on a drug test,24,24,1600,29,4.1,https://example.com/info/does-suboxone-show-up-in-drug-test.html,2,0.0,8.0,0.01,1580000,"[29,35,35,29,29,44,44,44,29,18,18,18]",2023-09-04,,informational,Organic
modelo ranch water,16,16,1900,20,2.09,https://example.com/info/modelo-ranch-water-nutrition-facts.html,2,0.0,4.0,0.8,5540000,"[29,23,19,19,13,8,10,13,13,13,15,19]",2023-09-04,"Knowledge panel, Image pack, Reviews, Video, Image, People also ask, Recipes, Related searches","informational, transactional",Organic
vitamin c and salicylic acid,15,0,1000,27,1.14,https://example.com/blog/can-you-use-vitamin-c-and-salicylic-acid-together/,1,0.0,1.0,0.95,0,"[36,81,36,100,36,62,45,55,100,100,45,100]",2023-09-09,"Carousel, Sitelinks, Reviews, Featured snippet, Image, People also ask, FAQ, Popular products, Related searches",informational,Organic
low dose accutane,22,22,1000,25,1.75,https://example.com/info/low-dose-accutane-for-mild-acne.html,1,0.0,1.0,0.19,1430000,"[88,100,100,100,88,100,100,100,100,88,100,100]",2023-09-03,"Sitelinks, Reviews, Video, Indented, Related searches",informational,Organic
back cable workout,30,30,1900,28,1.08,https://example.com/back-and-bicep-cable-workout-tips-techniques/,1,0.0,1.0,0.04,70400000,"[1,1,1,5,1,100,2,2,1,66,1,1]",2023-09-03,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Indented, Related searches","commercial, informational",Organic
bed bugs in couch,23,23,1300,20,2.2,https://example.com/info/get-rid-of-bed-bugs-in-couch.html,1,0.0,2.0,0.21,13300000,"[100,100,84,68,20,68,52,16,68,100,100,84]",2023-09-05,"Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
ashwagandha while pregnant,17,17,1000,26,1.93,https://example.com/info/is-it-safe-to-take-ashwagandha-while-pregnant.html,1,0.0,1.0,0.03,3400000,"[36,45,62,62,62,100,81,62,55,62,55,55]",2023-09-03,"Image pack, Sitelinks, Featured snippet, Image, People also ask, Indented, Related searches",informational,Organic
ashwagandha while pregnant,18,18,1000,26,1.93,https://example.com/info/ashwagandha-safe-during-pregnancy.html,1,0.0,1.0,0.03,3400000,"[36,45,62,62,62,100,81,62,55,62,55,55]",2023-09-03,"Image pack, Sitelinks, Featured snippet, Image, People also ask, Indented, Related searches",informational,Organic
disadvantages of meals on wheels,20,20,1300,27,2.52,https://example.com/info/are-meals-on-wheels-healthy-benefits-risks-tips.html,1,0.0,2.0,0.02,2340000,"[55,55,55,62,81,100,81,81,55,81,62,100]",2023-09-03,"Reviews, Featured snippet, People also ask, Related searches",informational,Organic
cowlick or balding,19,19,1000,20,2.1,https://example.com/info/cowlick-or-hair-loss-understanding-difference-addressing.html,1,0.0,2.0,0.01,78500,"[67,67,76,76,76,67,100,76,67,67,76,76]",2023-09-08,"Sitelinks, Reviews, Featured snippet, People also ask, Related searches",informational,Organic
who owns canada dry,22,44,1000,22,1.95,https://example.com/info/who-owns-ginger-ale.html,1,0.0,1.0,0.01,23800000,"[30,30,36,41,41,41,41,30,36,41,41,41]",2023-09-09,"Sitelinks, Reviews, Featured snippet, People also ask, Related searches",informational,Organic
ketamine overdose,37,37,1600,26,1.29,https://example.com/info/can-you-overdose-on-ketamine-risks-symptoms-treatment.html,1,0.0,1.0,0.01,250000000,"[84,100,68,84,84,68,84,84,68,68,68,84]",2023-09-06,,informational,Organic
saffron adhd,18,18,1300,28,2.09,https://example.com/info/saffron-supplements-for-adhd.html,1,0.0,2.0,0.58,674000,"[10,5,20,27,44,100,66,36,27,27,20,20]",2023-09-06,"Sitelinks, Image, People also ask, Related searches","commercial, informational",Organic
aubra eq,22,22,1300,19,1.8,https://example.com/info/aubra-eq-everything-you-need-to-know.html,1,0.0,1.0,0.13,95,"[81,81,81,62,62,81,62,62,81,81,62,81]",2023-09-05,"Sitelinks, Image, People also ask, Related searches","commercial, informational",Organic
prayer times irvine,31,31,1600,11,2.67,https://example.com/info/irvine-prayer-times.html,1,0.0,2.0,0.0,4360000,"[0,65,54,22,10,29,29,100,43,36,43,20]",2023-09-08,"Instant answer, Image pack, Sitelinks, Reviews, Related searches",informational,Organic
deep-rooted blackhead removal,21,21,1300,29,1.16,https://example.com/info/deep-rooted-blackhead-removal-on-nose.html,1,0.0,1.0,0.01,758000,"[54,54,28,24,24,7,19,0,0,0,0,0]",2023-09-03,"Reviews, Related searches","informational, navigational",Organic
greater trochanter fracture,21,21,1000,20,1.01,https://example.com/blog/greater-trochanter-fracture-types-nao-medical/,1,0.0,1.0,0.01,1520000,"[100,76,36,76,76,76,76,100,67,67,76,100]",2023-09-07,"Image pack, Sitelinks, Image, People also ask, Related searches",informational,Organic
tiny bugs in bathroom,31,31,1600,26,2.15,https://example.com/info/tiny-white-bugs-in-bathroom.html,1,0.0,2.0,0.01,13500000,"[28,24,13,15,8,7,7,8,13,28,54,100]",2023-09-06,"Carousel, Image pack, Sitelinks, Reviews, Video, Image, People also ask, Indented, Related searches",informational,Organic
wegovy supply,24,24,1300,27,3.59,https://example.com/info/wegovy-supply-updates.html,1,0.0,3.0,0.24,1390000,"[30,34,44,65,100,44,20,11,7,34,65,55]",2023-09-08,"Image, Ads top, People also ask, Indented, Related searches",informational,Organic
dr daniel valencia,27,0,1300,25,1.48,http://example.com/the-valencia-diet-nutrition-nao-medical/,1,0.0,1.0,0.01,25300000,"[3,0,0,0,0,0,8,100,100,66,80,44]",2023-09-09,"Sitelinks, Reviews, Image, Related searches","commercial, informational",Organic
